,Time,Temperature,Pressure,Humidity,Day_length,Month,Day_of_month,Wind_speed,Radiation
35,7276,50,30.47,92,43200,3,21,4.144130507362919,1.2
36,7244,50,30.47,91,43200,3,21,5.326727327007716,1.19
37,7215,50,30.47,90,43200,3,21,-1.1573603054262447,1.25
38,7192,50,30.47,88,43200,3,21,-5.022405571192579,1.25
39,7159,50,30.47,87,43200,3,21,-0.9735810389295612,1.23
40,7129,50,30.47,86,43200,3,21,3.4034938102599193,1.21
41,7096,50,30.46,85,43200,3,21,5.579636158475991,1.25
42,7068,50,30.46,84,43200,3,21,-3.3576197359806152,1.23
43,7045,50,30.47,81,43200,3,21,-2.5159818768914786,1.23
44,7011,50,30.46,75,43200,3,21,0.046929677558525604,1.26
45,6989,50,30.46,70,43200,3,21,-1.5875767779855574,1.17
46,6959,50,30.46,63,43200,3,21,-3.2304602391425763,1.22
47,6926,50,30.46,51,43200,3,21,-0.667293528409657,1.22
48,6903,50,30.46,47,43200,3,21,5.1610871339251485,1.22
49,6871,50,30.46,46,43200,3,21,2.3392983699488363,1.24
50,6849,50,30.46,47,43200,3,21,2.300653981400248,1.25
51,6820,50,30.46,48,43200,3,21,-4.0292032016113435,1.19
52,6794,50,30.46,56,43200,3,21,-4.04873870158832,1.19
53,6764,50,30.46,57,43200,3,21,-0.2985162135103068,1.23
54,6738,51,30.46,55,43200,3,21,1.9153488912824246,1.19
55,6712,51,30.46,54,43200,3,21,3.7405365275754927,1.23
56,6688,51,30.45,53,43200,3,21,0.553553806713106,1.22
57,6660,51,30.45,51,43200,3,21,3.9252287337455263,1.24
58,6632,51,30.45,51,43200,3,21,0.454634879188289,1.24
59,6608,51,30.45,52,43200,3,21,1.7361363373421044,1.23
60,6573,51,30.45,51,43200,3,21,4.0669629208687335,1.23
61,6550,51,30.45,52,43200,3,21,0.512489503695014,1.24
62,6520,51,30.44,55,43200,3,21,5.025803107165622,1.23
63,6496,52,30.44,55,43200,3,21,5.306013903919708,1.21
64,6468,52,30.44,55,43200,3,21,-5.9724959266697635,1.24
65,6438,52,30.45,59,43200,3,21,-0.26787136669520634,1.18
66,6408,52,30.44,59,43200,3,21,-1.4104132587789862,1.52
67,6382,53,30.44,61,43200,3,21,2.583830197808503,5.07
68,6353,53,30.44,62,43200,3,21,1.341680574271386,6.16
69,6339,53,30.44,59,43200,3,21,4.7600182426703865,6.63
70,6300,54,30.44,59,43200,3,21,-4.389605328337452,10.96
71,6272,55,30.44,57,43200,3,21,-1.9982169263036333,19.42
72,6245,55,30.44,53,43200,3,21,-3.334886158987944,27.14
73,6208,56,30.44,52,43200,3,21,1.5047651070222086,33.75
74,6186,56,30.44,49,43200,3,21,5.619123009152517,49.57
75,6158,56,30.44,50,43200,3,21,-0.01853699653832617,59.62
76,6133,56,30.44,48,43200,3,21,-0.18270609210134375,87.23
77,6092,56,30.43,49,43200,3,21,-0.7748534634230547,109.93
78,6063,57,30.43,57,43200,3,21,1.8615068253755367,130.82
79,6040,57,30.43,55,43200,3,21,-5.533073425025625,160.52
80,6009,58,30.43,52,43200,3,21,0.7793639436219341,191.37
81,5983,58,30.43,49,43200,3,21,-3.201339688018178,207.05
82,5957,58,30.43,45,43200,3,21,5.14723040909241,240.99
83,5931,58,30.43,41,43200,3,21,2.730408870143819,274.83
84,5903,58,30.43,55,43200,3,21,-1.082157288160167,300.94
85,5872,58,30.43,56,43200,3,21,7.8697618459668925,322.71
86,5850,58,30.43,50,43200,3,21,6.708152932754372,346.59
87,5810,58,30.43,49,43200,3,21,5.320689665412674,364.18
88,5790,58,30.43,51,43200,3,21,-5.416117033871313,368.35
89,5757,58,30.43,46,43200,3,21,-2.362198487470549,362.84
90,5727,59,30.43,48,43200,3,21,2.688650735404602,423.9
91,5703,58,30.43,59,43200,3,21,3.7403444929764773,457.69
92,5675,58,30.43,52,43200,3,21,3.3679315573477746,511.38
93,5647,58,30.43,52,43200,3,21,-4.498069128439781,566.83
94,5615,58,30.43,49,43200,3,21,4.4620285217165465,187.96
95,5589,59,30.43,58,43200,3,21,-5.349188270455259,310.59
96,5563,59,30.43,46,43200,3,21,-0.7276741113975438,230.26
97,5534,60,30.43,46,43200,3,21,-7.730075381881908,623.31
98,5512,60,30.43,48,43200,3,21,-3.3021780429152767,312.1
99,5483,60,30.43,44,43200,3,21,-7.866451646016169,803.72
100,5451,60,30.42,47,43200,3,21,7.248750022802706,671.97
101,5425,60,30.42,51,43200,3,21,-4.363343573774565,670.32
102,5397,60,30.42,48,43200,3,21,-3.8401836359123847,679.73
103,5376,60,30.43,54,43200,3,21,-2.0347927296341037,687.62
104,5345,61,30.42,53,43200,3,21,-10.77222976017517,697.66
105,5321,61,30.42,44,43200,3,21,0.6636413279753913,716.27
106,5296,61,30.43,50,43200,3,21,-0.16410131533324315,744.43
107,5280,61,30.42,53,43200,3,21,7.3510147956616585,612.34
108,5234,61,30.42,50,43200,3,21,-2.1034520713455422,760.9
109,5205,61,30.42,57,43200,3,21,2.965581101146507,773.71
110,5177,61,30.42,59,43200,3,21,-3.201543393187489,790.08
111,5152,61,30.42,59,43200,3,21,7.60458990784981,804.28
112,5127,61,30.42,53,43200,3,21,-6.597455310070845,818.82
113,5097,62,30.42,51,43200,3,21,5.0256100388177485,855.63
114,5067,62,30.42,58,43200,3,21,0.8479437711923292,875.16
115,5039,62,30.42,54,43200,3,21,3.2274905877149727,867.9
116,5013,62,30.43,58,43200,3,21,-1.7683539496695866,872.67
117,4978,62,30.43,50,43200,3,21,-4.158465616492563,890.52
118,4919,62,30.43,53,43200,3,21,-4.870799302002135,911.06
119,4893,62,30.43,49,43200,3,21,6.144352446458054,925.16
120,4863,62,30.43,47,43200,3,21,1.5314381622877287,933.15
121,4839,62,30.43,53,43200,3,21,-1.2135099424493163,942.73
122,4810,62,30.43,50,43200,3,21,-3.9593844561728213,955.74
123,4784,62,30.43,54,43200,3,21,3.8363232231009268,959.47
124,4752,62,30.43,57,43200,3,21,4.195867285826985,970.22
125,4721,62,30.43,54,43200,3,21,10.810491974559467,974.87
126,4691,62,30.44,53,43200,3,21,4.880638272356132,985.22
127,4667,62,30.43,50,43200,3,21,8.79163305053902,992.19
128,4633,62,30.44,56,43200,3,21,0.2895476526515286,997.26
129,4606,62,30.44,54,43200,3,21,-0.7614612308007306,1004.6
130,4569,63,30.44,54,43200,3,21,-10.998048481731317,1007.96
131,4545,63,30.44,54,43200,3,21,-2.105170825034499,1013.59
132,4515,62,30.44,51,43200,3,21,-9.107462809373104,1020.55
133,4487,62,30.44,45,43200,3,21,-3.1933103143776584,1025.63
134,4459,63,30.45,46,43200,3,21,-12.339480142696155,1029.41
135,4431,63,30.45,43,43200,3,21,-6.749424073138049,1034.46
136,4398,63,30.45,43,43200,3,21,1.4032509119921268,1033.54
137,4372,63,30.45,40,43200,3,21,-4.410532267733168,1039.06
138,4344,63,30.45,39,43200,3,21,-6.640091929657832,1039.67
139,4318,64,30.46,41,43200,3,21,-0.28723164832564557,1037.76
140,4291,64,30.45,41,43200,3,21,-12.210093438165224,1039.52
141,4257,63,30.45,41,43200,3,21,-0.8486475979077082,1040.14
142,4232,63,30.46,42,43200,3,21,-1.0930125105514508,1039.22
143,4193,63,30.46,41,43200,3,21,-1.9505165815900758,1035.99
144,4165,63,30.46,39,43200,3,21,-1.5940190290037755,1033.49
145,4135,63,30.46,41,43200,3,21,-4.258113273582083,1029.15
146,4108,63,30.46,41,43200,3,21,-1.54612341507688,1025.51
147,4080,63,30.46,41,43200,3,21,7.965958752853108,1023.78
148,4056,63,30.47,37,43200,3,21,2.893949125443534,1017.57
149,4021,63,30.47,34,43200,3,21,-4.42487267550893,1013.93
150,3993,63,30.47,34,43200,3,21,3.5787594847906634,1009.36
151,3970,63,30.47,33,43200,3,21,1.6485347973237465,1002.89
152,3954,63,30.47,31,43200,3,21,-1.3568183199418076,999.19
153,3911,62,30.47,36,43200,3,21,3.6586817247769106,987.02
154,3883,63,30.47,40,43200,3,21,-6.601590984756086,981.66
155,3852,63,30.47,35,43200,3,21,-1.6708507058020041,973.79
156,3823,63,30.47,37,43200,3,21,-2.1300940208639028,964.46
157,3791,62,30.47,40,43200,3,21,7.780580772423376,957.02
158,3765,62,30.47,44,43200,3,21,10.639734405497448,946.32
159,3736,62,30.47,45,43200,3,21,10.646209928470244,933.08
160,3703,62,30.47,43,43200,3,21,-2.964163909010126,926.79
161,3674,62,30.47,42,43200,3,21,8.051508301095687,915.84
162,3645,62,30.47,42,43200,3,21,8.314770624521234,901.65
163,3618,61,30.47,46,43200,3,21,7.866665325353211,899.53
164,3591,62,30.47,49,43200,3,21,4.880638272356132,878.76
165,3561,61,30.47,44,43200,3,21,-1.4575074931553176,867.98
166,3533,62,30.47,41,43200,3,21,-2.2237519379467305,855.89
167,3501,61,30.47,42,43200,3,21,-7.31889501687708,841.52
168,3476,62,30.47,38,43200,3,21,-7.887614423340467,830.19
169,3442,62,30.47,39,43200,3,21,2.6840696135929973,815.1
170,3416,62,30.47,41,43200,3,21,0.9978467171923322,799.29
171,3392,61,30.47,41,43200,3,21,7.802682909750033,785.6
172,3360,61,30.47,45,43200,3,21,5.153654669510445,768.39
173,3325,61,30.47,44,43200,3,21,-0.11142161055171691,754.06
174,3300,61,30.47,43,43200,3,21,4.469563243782028,738.75
175,3273,61,30.46,44,43200,3,21,-2.271150798473018,722.23
176,3244,61,30.46,44,43200,3,21,6.3141300972885235,706.41
177,3215,61,30.46,45,43200,3,21,1.2993994952003203,686.3
178,3187,60,30.46,49,43200,3,21,-8.01579628426037,669.11
179,3152,61,30.46,47,43200,3,21,-1.7951636111264502,652.51
180,3131,61,30.46,41,43200,3,21,-4.94826074415029,634.99
181,3101,61,30.46,31,43200,3,21,7.661957015074375,617.87
182,3064,61,30.46,34,43200,3,21,2.2387593718755583,597.41
183,3035,61,30.46,31,43200,3,21,3.7818835154306427,578.24
184,3003,60,30.46,35,43200,3,21,-0.8046090263353847,559.23
185,2972,60,30.46,37,43200,3,21,3.1468811763067235,538.41
186,2945,60,30.46,41,43200,3,21,4.394213996776017,519.16
187,2909,60,30.45,40,43200,3,21,-2.7262113309433884,499.21
188,2879,60,30.45,40,43200,3,21,1.8503357978023656,478.48
189,2851,59,30.45,40,43200,3,21,0.8054436219365801,458.27
190,2826,59,30.45,45,43200,3,21,-0.952967081673977,438.05
191,2792,60,30.44,30,43200,3,21,-5.598707827700539,416.28
192,2766,59,30.44,31,43200,3,21,3.2177098536222712,395.14
193,2736,58,30.44,34,43200,3,21,-0.687530151792958,373.7
194,2705,57,30.43,34,43200,3,21,1.030422547784984,352.56
195,2646,54,30.43,38,43200,3,21,-0.472935826247676,305.78
196,2617,52,30.43,42,43200,3,21,-1.5863179641008673,278.29
197,2592,51,30.43,44,43200,3,21,0.9323186376798897,251.51
198,2558,50,30.43,46,43200,3,21,1.2761486080436562,222.48
199,2525,49,30.43,47,43200,3,21,-3.366970649274638,164.44
200,2495,48,30.43,48,43200,3,21,2.428287117265905,21.36
201,2470,48,30.42,50,43200,3,21,4.413350142370759,20.0
202,2436,48,30.42,51,43200,3,21,-7.5582558285461,19.24
203,2403,47,30.42,53,43200,3,21,-7.717545809314902,18.33
204,2375,47,30.42,54,43200,3,21,6.342629338908756,17.31
205,2345,47,30.42,55,43200,3,21,-3.122296704892929,16.09
206,2312,47,30.42,56,43200,3,21,-9.401015850930726,14.73
207,2284,47,30.42,57,43200,3,21,6.725949714859515,12.53
208,2255,47,30.42,57,43200,3,21,7.8080457235332075,9.86
209,2225,47,30.41,58,43200,3,21,-7.076740304723134,7.7
210,2199,47,30.41,61,43200,3,21,7.866371523553617,6.17
211,2170,47,30.41,62,43200,3,21,-1.0088079888758514,4.32
212,2139,47,30.41,62,43200,3,21,5.835255845658566,2.34
213,2114,47,30.41,61,43200,3,21,-7.320112121879222,1.47
214,2090,47,30.41,60,43200,3,21,-8.275581903010709,1.21
215,2055,47,30.41,59,43200,3,21,8.908937494455156,1.23
216,2025,46,30.41,58,43200,3,21,-9.05015919545511,1.24
217,1998,46,30.4,59,43200,3,21,-4.1379731279770935,1.23
218,1973,46,30.4,58,43200,3,21,7.834094632213715,1.21
219,1945,46,30.4,58,43200,3,21,3.182801074509847,1.21
220,1913,45,30.4,56,43200,3,21,-6.4133605819749775,1.22
221,1884,45,30.4,56,43200,3,21,-2.7769906759483223,1.22
222,1854,45,30.4,55,43200,3,21,1.6758586235638189,1.2
223,1827,45,30.4,55,43200,3,21,-4.731899349690759,1.2
224,1791,46,30.4,55,43200,3,21,-4.4831609409405315,1.16
225,1764,46,30.4,53,43200,3,21,1.200226097399912,1.15
226,1740,46,30.4,51,43200,3,21,-1.9101794519303208,1.18
227,1711,46,30.4,50,43200,3,21,0.9597087402482424,1.18
228,1677,46,30.4,50,43200,3,21,2.9779192743107066,1.18
229,1649,46,30.4,49,43200,3,21,-4.366260492349407,1.19
230,1616,46,30.39,49,43200,3,21,3.0896061924631857,1.18
231,1594,46,30.39,48,43200,3,21,3.15842987943452,1.2
232,1567,46,30.39,47,43200,3,21,2.170974756935119,1.17
233,1532,46,30.39,47,43200,3,21,3.122253409537547,1.17
234,1511,46,30.39,45,43200,3,21,-1.1288622073759715,1.18
235,1476,46,30.39,45,43200,3,21,4.527650474905663,1.21
236,1442,46,30.39,45,43200,3,21,-5.481579367789493,1.17
237,1413,46,30.39,45,43200,3,21,-5.3333202697529005,1.18
238,1383,46,30.39,47,43200,3,21,-3.9941621839184065,1.19
239,1357,46,30.39,47,43200,3,21,3.8466663051876457,1.18
240,1320,46,30.39,48,43200,3,21,5.56962156744357,1.2
241,1288,46,30.39,50,43200,3,21,-1.3861683201324007,1.22
242,1254,46,30.39,52,43200,3,21,-5.214068751824018,1.21
243,1223,46,30.38,55,43200,3,21,-4.344253254365018,1.22
244,1195,46,30.38,56,43200,3,21,-6.538107659504674,1.21
245,1162,47,30.38,57,43200,3,21,2.5660860579375853,1.18
246,1128,47,30.39,58,43200,3,21,-2.329470925135231,1.24
247,1099,47,30.38,58,43200,3,21,-1.1420811266996822,1.22
248,1064,47,30.39,58,43200,3,21,-3.6478777179741324,1.24
249,1032,47,30.38,58,43200,3,21,3.0621762608574534,1.26
250,1005,47,30.38,58,43200,3,21,3.142390575658054,1.18
251,981,47,30.39,58,43200,3,21,5.651968985025771,1.24
252,952,47,30.39,59,43200,3,21,1.6891529038383033,1.19
253,923,47,30.39,59,43200,3,21,-5.619567657482366,1.2
254,893,47,30.39,60,43200,3,21,-0.16616476525550897,1.24
255,866,47,30.39,60,43200,3,21,-3.8402929906568515,1.23
256,832,47,30.39,60,43200,3,21,-4.592176977292924,1.25
257,805,47,30.39,62,43200,3,21,5.364289578727941,1.23
258,780,47,30.39,64,43200,3,21,-2.1732395648434757,1.2
259,749,47,30.39,64,43200,3,21,-4.859260466689099,1.24
260,722,47,30.39,66,43200,3,21,2.8810190880215663,1.24
261,694,47,30.4,65,43200,3,21,2.510940513707402,1.23
262,665,47,30.4,68,43200,3,21,3.2803142509564593,1.2
263,635,48,30.4,70,43200,3,21,-4.276490905540892,1.21
264,606,48,30.4,69,43200,3,21,0.15309064952819962,1.22
265,570,48,30.4,71,43200,3,21,-2.8080607575333483,1.25
266,544,48,30.4,73,43200,3,21,0.2268538890479419,1.18
267,514,48,30.4,76,43200,3,21,2.4548843302407857,1.22
268,485,48,30.4,76,43200,3,21,1.8909848080756249,1.21
269,459,48,30.4,77,43200,3,21,5.582228877581772,1.25
270,425,48,30.41,77,43200,3,21,1.804096879828035,1.23
271,404,48,30.41,77,43200,3,21,-2.603059837538905,1.23
272,368,48,30.41,78,43200,3,21,-4.36562529723063,1.22
273,342,48,30.41,78,43200,3,21,-5.17904057915593,1.23
274,313,48,30.41,78,43200,3,21,-5.261285256946962,1.23
275,288,48,30.41,78,43200,3,21,1.8210416842568684,1.19
276,255,48,30.41,78,43200,3,21,3.326519207822842,1.22
277,220,48,30.41,78,43200,3,21,4.92047137643469,1.22
278,196,49,30.41,78,43200,3,21,2.572081588318654,1.22
279,170,49,30.41,77,43200,3,21,-0.053749832658467445,1.22
280,141,49,30.41,78,43200,3,21,-4.453159014173247,1.22
281,114,49,30.42,77,43200,3,21,2.6190619100409727,1.23
282,69,50,30.42,75,43200,3,21,1.3248499597317451,1.21
283,38,50,30.42,75,43200,3,21,-1.8543159140749679,1.22
284,18,49,30.42,75,43200,3,21,-1.9020296817932238,1.21
285,8283,50,30.42,75,43260,3,20,-4.16686699024724,1.24
286,8258,50,30.42,74,43260,3,20,5.56962156744357,1.23
287,8231,50,30.42,74,43260,3,20,2.1699237046265196,1.22
288,8194,50,30.42,74,43260,3,20,-3.2335807909267142,1.21
289,8165,50,30.42,73,43260,3,20,4.2843857947015245,1.24
290,8141,50,30.42,74,43260,3,20,1.4099363688982138,1.23
291,8110,50,30.42,75,43260,3,20,-5.376127579646503,1.23
292,8086,50,30.43,75,43260,3,20,0.768225931512862,1.24
293,8054,50,30.43,77,43260,3,20,4.078557427301424,1.19
294,8028,50,30.43,79,43260,3,20,-5.565970666489053,1.22
295,7999,50,30.43,79,43260,3,20,0.9572009716398705,1.22
296,7975,50,30.43,81,43260,3,20,-8.891901826282112,1.23
297,7938,51,30.43,82,43260,3,20,0.9949659892359449,1.2
298,7912,51,30.43,84,43260,3,20,5.548034575828402,1.22
299,7880,51,30.43,86,43260,3,20,-3.2891898791721523,1.2
300,7849,50,30.43,88,43260,3,20,5.764459910306761,1.23
301,7825,50,30.43,89,43260,3,20,-6.38276902266842,1.22
302,7799,50,30.43,89,43260,3,20,2.1899874175887257,1.23
303,7771,51,30.43,87,43260,3,20,-7.804887162038485,1.23
304,7739,51,30.44,85,43260,3,20,-5.0609615885223596,1.22
305,7711,51,30.43,77,43260,3,20,3.1176843181576053,1.23
306,7686,51,30.43,75,43260,3,20,-0.0724249308165256,1.21
307,7653,51,30.43,75,43260,3,20,3.7068353326782155,1.21
308,7623,51,30.43,73,43260,3,20,-5.943333354754828,1.2
309,7594,51,30.43,71,43260,3,20,-3.369793446156537,1.2
310,7573,51,30.43,71,43260,3,20,3.348407420067805,1.21
311,7542,51,30.43,68,43260,3,20,-3.8807075834724976,1.22
312,7514,51,30.43,66,43260,3,20,-4.232403235734487,1.21
313,7488,51,30.43,67,43260,3,20,-5.012600715920633,1.24
314,7463,51,30.43,69,43260,3,20,0.01895021777296607,1.2
315,7426,51,30.43,72,43260,3,20,2.4878041941905136,1.22
316,7399,51,30.44,67,43260,3,20,-5.295434046040738,1.21
317,7375,51,30.43,67,43260,3,20,1.9735189843229741,1.25
318,7339,51,30.43,68,43260,3,20,3.3741933936069652,1.25
319,7309,51,30.43,70,43260,3,20,7.7490509196389015,1.23
320,7282,51,30.43,75,43260,3,20,5.95599061695512,1.23
321,7244,51,30.43,73,43260,3,20,-7.4674436506698125,1.23
322,7216,52,30.43,68,43260,3,20,0.4342307474622447,1.18
323,7188,52,30.43,67,43260,3,20,-1.0917109151011093,1.24
324,7159,52,30.43,67,43260,3,20,0.560790415988932,1.23
325,7128,52,30.43,65,43260,3,20,1.2054278126826283,1.2
326,7100,52,30.42,65,43260,3,20,-1.0982217357406188,1.23
327,7072,52,30.42,66,43260,3,20,-2.3383529620688717,1.23
328,7050,52,30.42,65,43260,3,20,-6.639459187901959,1.23
329,7015,52,30.42,66,43260,3,20,-0.5980157971177669,1.23
330,6986,52,30.41,67,43260,3,20,-6.65509588170333,1.21
331,6959,52,30.41,66,43260,3,20,-0.34460427926023796,1.24
332,6930,53,30.41,69,43260,3,20,3.739333226402735,1.22
333,6901,53,30.41,68,43260,3,20,-6.01024782938597,1.22
334,6867,53,30.41,69,43260,3,20,-4.523506644718175,1.23
335,6848,53,30.41,70,43260,3,20,-2.6374247878354335,1.21
336,6822,53,30.41,73,43260,3,20,-6.621098317342224,1.27
337,6799,53,30.41,70,43260,3,20,-6.709667495881754,1.24
338,6766,53,30.4,71,43260,3,20,0.44269599366160184,1.2
339,6739,53,30.4,71,43260,3,20,4.257949448755478,1.24
340,6714,53,30.4,72,43260,3,20,-4.297586385649375,1.2
341,6685,52,30.4,77,43260,3,20,4.167649512106352,1.25
342,6665,52,30.39,82,43260,3,20,4.142374742192954,1.25
343,6634,52,30.39,88,43260,3,20,-2.4809694604260546,1.2
344,6609,52,30.39,93,43260,3,20,2.724325632892487,1.24
345,6573,53,30.39,93,43260,3,20,-0.40981810179758627,1.2
346,6545,53,30.39,91,43260,3,20,2.131563905986671,1.25
347,6522,52,30.39,93,43260,3,20,1.1292046448310389,1.23
348,6499,52,30.39,94,43260,3,20,1.4089085885968708,1.24
349,6465,52,30.39,94,43260,3,20,-4.291907324557806,1.23
350,6443,53,30.39,94,43260,3,20,2.2241341555249257,1.27
351,6412,53,30.39,93,43260,3,20,1.3907202326030244,1.43
352,6377,53,30.39,92,43260,3,20,1.912424110295921,2.59
353,6352,54,30.39,91,43260,3,20,-4.428928292304165,4.5
354,6328,55,30.39,89,43260,3,20,-0.9037584638659897,6.36
355,6296,55,30.38,86,43260,3,20,2.539667137029254,9.83
356,6269,56,30.38,81,43260,3,20,-0.31399907652212183,13.81
357,6246,56,30.38,82,43260,3,20,-0.5988759241848182,24.13
358,6212,56,30.38,83,43260,3,20,-0.5360020664213969,32.14
359,6188,56,30.38,82,43260,3,20,4.378208752336039,44.93
360,6166,57,30.38,82,43260,3,20,0.0,61.0
361,6126,57,30.38,82,43260,3,20,1.0814341399808998,82.38
362,6092,58,30.38,81,43260,3,20,4.048528710927516,104.74
363,6065,58,30.38,75,43260,3,20,-2.240086157178473,128.94
364,6036,58,30.38,75,43260,3,20,-3.3117570387428494,154.49
365,6010,57,30.38,75,43260,3,20,-7.796261199852488,181.97
366,5983,58,30.38,74,43260,3,20,-5.069796919196864,210.59
367,5955,58,30.38,79,43260,3,20,0.5931924165786154,238.19
368,5931,58,30.38,80,43260,3,20,4.119702739137031,273.59
369,5902,58,30.38,80,43260,3,20,-1.1891300425672773,297.07
370,5871,58,30.38,76,43260,3,20,-3.5934434057034745,314.43
371,5843,58,30.38,77,43260,3,20,-4.312136227150077,341.61
372,5811,59,30.38,78,43260,3,20,8.999966185514186,406.32
373,5784,59,30.38,73,43260,3,20,10.117174891252363,378.69
374,5756,59,30.37,75,43260,3,20,5.898579438079646,398.82
375,5731,59,30.37,76,43260,3,20,-2.9684034568302744,417.96
376,5700,59,30.37,75,43260,3,20,-1.4935435419419991,444.47
377,5673,59,30.37,71,43260,3,20,6.935433039214094,462.34
378,5645,59,30.37,72,43260,3,20,-0.716680661612085,479.26
379,5614,60,30.37,68,43260,3,20,4.75892046117803,502.5
380,5587,60,30.37,71,43260,3,20,-1.0112388503622802,521.83
381,5564,61,30.38,60,43260,3,20,3.857632693621869,539.84
382,5533,61,30.38,63,43260,3,20,-2.2891030798979464,563.11
383,5509,61,30.37,65,43260,3,20,1.2701324781588477,580.41
384,5479,61,30.37,60,43260,3,20,2.9482210111936267,601.63
385,5454,61,30.37,62,43260,3,20,-6.504183534190409,618.37
386,5424,61,30.37,63,43260,3,20,4.032920206141287,639.19
387,5400,61,30.37,62,43260,3,20,5.819396505517675,657.19
388,5374,61,30.37,60,43260,3,20,-0.32505596863318753,675.59
389,5350,61,30.37,68,43260,3,20,-3.194299029118069,691.73
390,5292,61,30.37,60,43260,3,20,-3.820218232377421,725.71
391,5270,62,30.37,63,43260,3,20,5.483452221729613,738.91
392,5240,62,30.37,64,43260,3,20,3.29396174014026,755.95
393,5203,62,30.38,60,43260,3,20,-3.990935866496383,768.89
394,5178,62,30.37,62,43260,3,20,6.451325505175749,780.58
395,5153,62,30.37,56,43260,3,20,4.465654272866625,798.77
396,5126,62,30.38,57,43260,3,20,3.9295744675564124,812.82
397,5099,62,30.38,59,43260,3,20,-7.305233005584372,825.33
398,5065,62,30.38,60,43260,3,20,-3.86849339464372,842.62
399,5037,63,30.38,60,43260,3,20,-10.423665680514873,851.79
400,5004,63,30.38,59,43260,3,20,1.9949083344127803,869.31
401,4985,62,30.38,58,43260,3,20,2.498611330510966,882.14
402,4950,63,30.38,60,43260,3,20,4.219038031120057,893.68
403,4920,63,30.38,59,43260,3,20,4.12385139978599,904.81
404,4894,63,30.39,57,43260,3,20,-4.777097908285861,914.27
405,4869,63,30.38,61,43260,3,20,4.860947976646953,925.33
406,4838,62,30.39,59,43260,3,20,4.200387307103139,934.09
407,4810,63,30.39,57,43260,3,20,0.21383448259659024,943.28
408,4783,63,30.39,59,43260,3,20,4.752267375026338,951.22
409,4754,63,30.39,56,43260,3,20,-3.6815430386459362,962.51
410,4722,64,30.39,58,43260,3,20,-8.0438869461278,969.73
411,4694,64,30.39,54,43260,3,20,-5.761714456587133,979.64
412,4663,63,30.39,55,43260,3,20,2.126545279615926,987.88
413,4633,64,30.39,55,43260,3,20,0.9662302564596901,995.36
414,4606,63,30.39,55,43260,3,20,-3.7061298367523685,1000.69
415,4576,63,30.39,53,43260,3,20,5.593505454749127,1007.72
416,4542,63,30.4,56,43260,3,20,10.91895755186457,1009.68
417,4518,63,30.4,55,43260,3,20,0.9502061137074955,1012.96
418,4491,64,30.39,55,43260,3,20,-6.740521255069447,1014.42
419,4458,64,30.4,53,43260,3,20,8.776435796016443,1018.59
420,4430,64,30.4,53,43260,3,20,-6.1508553157332475,1021.35
421,4402,64,30.4,52,43260,3,20,4.291954537198497,1025.7
